plate,status,predicted_meaning,label,predicted
YKMF PTD,Y,MF=MOTHER FUCKER,1,N
WLDCAT3,Y,"CAT=PUSSY, NO CAT CAR ON ANI",1,N
POSTBLK,Y,POST-BLACK,1,Y
BLOOCLR,Y,BLOODER,1,N
8MOPAR8,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
D4CHEAP,N,CHEAP,0,N
C ME 69,N,COULDN'T VERIFY 1969 VEHICLE,0,N
YSODANK,N,DANK,0,N
USCHOLA,N,CHOLA IS A DEROGATORY TERM FOR A PERSON OF AMERICAN DESCENT,0,N
JBALLZ,N,JBALLS,0,Y
EAT PLTS,N,EAT PLANTS,0,Y
SAMPASF,N,ASF-AS FUCK,0,N
RSN DTH,N,DTH=DIE TO HEAD,0,N
TRIKKKY,N,TRIKKKY IS A DEROGATORY TERM FOR A PERSON OF AMERICAN DESCENT,0,N
2MYTACO,N,TACO,0,N
6714,Y,"14=GANG NUMBER, NO 2014 CAR ON ANI",1,N
LSX87SS,Y,"SS, NO ENGINE ON ANI",1,N
BONE O2,N,BONE=SEXUAL CONNOTATIONS,0,N
8BCHBUM,Y,BUM=BITCH,1,N
DR KL,Y,KILL,1,N
GR8 TAIL,N,GREAT TAIL,0,Y
VOT AK 79,N,"AK IS A GUN, NO AK CAR ON ANI",0,N
AUJLAG,Y,AUJ LAG,1,N
FRKNSLO,N,FREAKIN SLOW,0,N
51 WUDIE,Y,51 CAN HAVE SEXUAL CONNOTATIONS,1,N
KNOB,N,KNOB=KILLER,0,N
BURNR13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
SUQMA DI,N,SUCK MA DIE,0,N
VADR13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
69NICKY,N,69 SEXUAL REFERENCE,0,N
HARD AHN,N,HARD ASS,0,N
EVIL GOD,N,EVIL GOD,0,N
BOMBM$M,Y,BOMB,1,N
HILDEFC,Y,HILDEBRAND FAN,1,N
CYCO VET,N,CYCO VET,0,Y
LITT4X4,N,LITT IS ANOTHER WORD FOR VAGINA,0,N
UJUG59,N,YOU JUG,0,Y
PSE BOW,N,PSE=PUSSY,0,N
392BLKB,N,BLUE BIKE,0,N
GODDAM1,N,DAMN,0,N
HYDR88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
UUUHHHO,N,"YOU, HOSTILE",0,N
SNPNUT,Y,NUT,1,N
1KOOL B,N,B=BITCH,0,N
REBEL14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
SUITE AS,N,SUITE ASS,0,N
NVY SNYP,N,SNYP=SLANG FOR VAGINA,0,N
MEA515O,Y,AREA CODE,1,N
1 DABLDO,N,"DAB=DICK, DABLDO=DICK",0,N
EXH 1418,Y,1418=AREA CODE,1,N
EGM 13,Y,"13=GANG NUMBER, NO 2013 CAR",1,N
LAMBO TT,Y,TT=PENIS IN TAGALOG,1,N
ELVERGA,N,VERGA=GANGSTER,0,N
CRYRMOB,N,MOB,0,N
FRDM BNR,N,FRED MEANING BUNNER,0,N
36CREW1,N,CREW=FUN OR COULD BE CONSIDERED HOSTILE,0,Y
3JOH2SA,N,JOHN OH TO SAY OH TO FUCK,0,N
PINKLIF,Y,PINK LIFE,1,Y
MR G 2O15,N,G AS IN GANGSTER,0,N
US7ONE4,N,714 AREA CODE,0,N
2FKNSLO,N,TOO FUCKING SLOW,0,N
TORRE88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
OBLA D,Y,OBLA D=BLOOD,1,N
TURNTAF,N,TURNT AS FUCK,0,N
RZ1AWNG,N,RZ1 AWE WINGS,0,Y
HNTR LIF,Y,HUNTER LIFE,1,Y
JLVEC14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
3PRCTR,N,3 PERCENTER,0,N
IMHARD1,N,I AM HARD,0,N
ELTAKOS,Y,ELECTRIC VEHICLE,1,Y
BOMBSHP,N,BOMB,0,N
I$ 3 88,N,88=HATE SYMBOL,0,N
NORTE64,N,NORTE=GANG,0,N
CMBT DK,N,CUM BITCH DICK,0,N
KANG 559,N,559 AREA CODE,0,N
BIGNATO,N,BIG NATIONAL ARMY,0,N
9114U,N,"YOU, HOSTILE",0,N
BLOWME S,N,BLOW ME CAN BE A SEXUAL REFERENCE,0,N
Y 8888 Y,N,88 = HATE,0,N
JUKKE69,N,NO 69 CAR,0,N
POOHPNS,N,POOP,0,N
SASYCAT,Y,SASSY CAT,1,Y
GREEN18,N,18=HATE SYMBOL,0,N
EAT FORD,N,EAT FORD,0,N
YFNK NOT,N,FUCKIN NOT,0,N
NSUTTS,Y,NSUTTS,1,N
JOES747,N,747 AREA CODE,0,N
34IW22A,N,ASSHOLE BACKWARDS,0,N
VLE VRGA,N,VULGAR-VAGINA,0,N
13FOX,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
TRTL213,N,213 AREA CODE,0,N
4LN GOON,N,FORLING GOON,0,N
KIKNRKZ,Y,KICKIN ROCKS,1,N
BLA LNGE,Y,BLUE LONGUE,1,N
B8ITO13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
RETGUNZ,N,GUNZ,0,N
FAF BMW,N,FAF-FUCK AS FUCK,0,N
TRIGERD,Y,TRIGGERED,1,N
13 CS,N,13 GANG REFERENCE,0,N
REAPN 5O,N,REAPING 50,0,N
I WUZ 18,N,18=hate symbol,0,N
DKPUNCH,N,DICK PUNCH,0,N
COBRA OG,N,OG,0,N
USAFA69,N,"69, SEXUAL REFERENCE",0,N
BAD A4 U,Y,BAD A4 YOU,1,N
DIVA BSS,Y,BSS=ASS,1,N
DAGOOZE,Y,DAGOZE IS A TYPE OF PUSSY,1,N
69 HARD,N,NO 69 CAR,0,N
SLIK 69,Y,SEXUAL-69,1,N
MYHOEO2,N,HOE,0,N
SEVTY SS,Y,"SS, no Chevy on ANI",1,Y
HEZZY 13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
OG ONE1,N,OG,0,N
X WING18,N,18=hate symbol,0,N
IBR8HIM,N,I BEAR HIM,0,N
2 OG 4U,N,OG,0,N
FMB,N,FUCK MY BITCH,0,N
G SANGHA,Y,G AS IN GANGSTER,1,N
44TO,N,44 TOYOTA,0,N
707 HP CT,N,707 AREA CODE,0,N
DANNY RS,Y,RS=ROBBERY,1,N
NANA31O,N,AREA CODE,0,N
T1DD135,N,TIN NUMBER,0,N
NEGGRTA,N,NEGGA,0,N
JUST DP,N,JUST DEEP,0,N
HLCTKLR,N,HELLCAT KILLER,0,N
OG BM,N,OG,0,N
DRILER 1,Y,DRILER,1,N
GGPONZ,Y,"G, GANG REFERENCE",1,N
SGYTACO,N,TACO,0,Y
CAR13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
OG 911 SC,N,OG,0,N
TURD RKT,N,TURD,0,N
SCK Q5O,Y,SCK IS ANOTHER WORD FOR VAGINA,1,N
TONY D,Y,D=DICK,1,N
MX5 XXX,N,XXX,0,N
RED CELL,Y,RED CELL,1,N
BAB#CAK,N,BABY CAKE,0,Y
REP 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
DRTH FOB,N,FOB=FUCK OFF AND BITCH,0,N
13 BAMF,N,13 GANG REFERENCE,0,N
DGS14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
BCHONMA,N,BCHO=BITCH,0,N
VNLHAUS,Y,VEIN HAUS,1,N
CPAHOLE,N,CPA-GUN,0,N
72DA51O,N,AREA CODE,0,N
COWFACE,Y,COW FACE,1,Y
PHOX,N,PHOENIX,0,Y
BOOKOKY,N,BOOK CAN BE ANOTHER WORD FOR VAGINA,0,N
PORMEXN,N,PUERMEXAN CAN BE ANOTHER WORD FOR PENIS,0,N
G EYES,N,G=GANGSTER,0,N
MISS BJ,N,BJ=BITCH,0,N
EFFS 1OO,N,FUCK,0,N
4O8FOX,N,AREA CODE,0,N
3BEACH,Y,BEACH,1,Y
SOPLAS1,N,SOPLAS IS A TERM USED FOR A PERSON OF AMERICAN DESCENT,0,N
YT 13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
SMCFACE,N,SMACK FACE,0,N
BGDYMYM,N,BAD MY MOTHER,0,N
T FAIRY,Y,T FAIRY,1,Y
CK HUTCH,N,CK CRIP KILLER,0,N
CORNHUB,N,CORNHOLE HOBBY,0,Y
FLAT SEX,N,SEX,0,N
FMTH6IX,Y,FUCK THE HIX,1,N
B58 XXX,N,XXX,0,N
FLYNG V,N,FLYING V,0,N
CAR AF,N,AF-AS FUCK,0,N
FR415CO,N,415 AREA CODE,0,N
MAYFR13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
1NESS88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
PMPN330,N,330 AREA CODE,0,N
CASSIAN,Y,CASSIAN,1,Y
HITTA,N,HIT HER,0,N
RONG88,N,88-HITLER,0,N
USAF4U,N,USAF FOR YOU,0,Y
NUTSI,N,NUTS,0,N
1969Z,Y,1969 CHEVY ZERO,1,Y
XLGOCHU,N,XL=PENIS IN TAGALOG,0,N
BOS LDEY,Y,BOSS LIDEY,1,N
JGTACO,N,TACO,0,Y
F JAY 6O,N,FUCK JAY,0,N
DROPN U,N,DROPPING YOU,0,N
11122OS,N,LOOK ALIKE,0,N
JNBKOON,N,"JUNK ON, SEXUAL REFERENCE",0,N
CATMAND,N,"CAT=PUSSY, NO CAT CAR ON ANI",0,N
TRYME2C,N,TRY ME TO COP,0,N
N12YJ13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
BLUEBOI,Y,BLUE BOY,1,Y
14ON799,N,14 ON 799,0,N
TT IN IT,N,TT=PENIS IN TAGALOG,0,N
GNTS3XS,Y,GUN,1,N
AIM2PLZ,Y,AIM TO PLEASE,1,Y
8O5 SIGN,N,CA AREA CODE,0,N
1BTCN VT,N,ONE BITCHIN VERONICA,0,N
KITTY 4,N,KITTY=PUSSY,0,N
DMMDNYL,N,DAMN DANIEL,0,N
P DAWGY,N,P DAUGHTERS,0,N
CELLR13,Y,"13=GANG NUMBER, NO 2013 CAR",1,N
HTMAN,N,HOSTILE-HITMAN,0,N
SRG1988,Y,SR GANG REFERENCE,1,N
KLLTRL,N,KILL TRAIL,0,N
DOPE MF,N,DOPE MOTHER FUCKER,0,N
BEACH B,N,BEACH BEE,0,Y
C&KES,N,CAKES,0,Y
IDGAF30,N,I DON’T GIVE A FUCK,0,N
7 FAT BOY,Y,FAT BOY,1,N
RIP1MOM,N,REST IN PEACE MOM,0,Y
NFXSKIN,N,SKIN,0,N
BANE 4 U,Y,BEAN FOR YOU,1,Y
JESS L88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
4CLN RTH,Y,FOR CLEAN RTH,1,Y
BLUBLZZ,N,BLUE BALLS,0,N
SATNKTY,N,NASTY,0,N
EUROP 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
SNO BNNY,N,SNOW BNNY,0,Y
2SLOW5O,N,TOO SLOW FOR 50,0,N
BUCKOFF,N,FUCK OFF,0,N
LAVA 13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
SMASS1O,N,"SS, SS=GANG NUMBER",0,N
MIA 1969,Y,MY 1969 CAMARO,1,Y
O2ROUF,N,OH TO ROUF,0,N
COUGS14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
BDAZZRG,N,BAD ASS,0,N
RBZ P9O9,N,909 = AREA CODE,0,N
OWUPOS1,N,POS=PIECE OF SHIT,0,N
88MA888,N,88=HATE SYMBOL,0,N
RAM IT 7,N,RAM IT,0,N
SNSTER,Y,SNAKE,1,N
JST2F US,N,JUST TO FUCK US,0,N
FJALL,N,FJALL IS A TYPE OF PENIS,0,N
F B&MB,N,FUCK BOMBER,0,N
OHDAAAM,N,DAMN,0,N
MCAISSE,Y,MY NAME IS MCCASSE,1,N
8JJA&14,Y,14 GANG REFERENCE,1,N
SFCA415,N,415 AREA CODE,0,N
KOBE949,N,949 AREA CODE,0,N
VADER 18,N,18=hate symbol,0,N
3 FINGAZ,N,FINGERS,0,N
NOHO 818,N,818 AREA CODE,0,N
GONNER,N,GONNER,0,N
SLAYY,N,SLAY=KILL,0,N
6OOCH,N,LOOK ALIKE,0,N
CHEVY13,Y,"13=GANG NUMBER, NO 2013 CAR",1,N
HKD8888,N,88 = HATE NUMBER,0,N
ABYC 14,Y,"14=HATE SYMBOL, NO 2014 CAR",1,N
LOONY B,N,STANDALONE B,0,N
RAM NBSH,N,RAM NIGGAS,0,N
IRUN 559,N,559 AREA CODE,0,N
CKBABY,N,CAKE BABY,0,Y
EPI OD,N,EPI=EXPLOSIVE,0,N
6P4SCAT,N,SCAT IS ANOTHER WORD FOR VAGINA,0,N
NON GVN,N,NON GIVEN,0,N
HUNTMOM,N,HUNTER MOM,0,Y
BOW MARK,Y,BOW MARK,1,Y
RAMYA,N,RAMSY IS A RACIAL SLUR TOWARDS JEWS,0,N
22 RED,Y,RED,1,Y
1BG1,N,ONE BIG ONE,0,Y
MAD GNZ,N,MAD GANSTER,0,N
CALI650,N,650 AREA CODE,0,N
VANGYNA,N,VANGYNA IS ANOTHER WORD FOR VAGINA,0,N
831HCAT,N,831 AREA CODE,0,N
1KYTN8,N,ONE KITTEN 18,0,Y
KITTY UP,N,"KITTY, SEXUAL REFERENCE",0,N
LNCHBX1,Y,LUNCH BOX,1,Y
4DTFTRK,N,DTF=DON’T FUCK WITH THE FUCK,0,N
BLUBRCH,Y,BLUE BREACH,1,N
BLU  RKT,N,BLUE RKT IS THE NAME OF A TYPE OF VEHICLE,0,N
BOT BOSS,Y,BOT=BALLS,1,N
L143H14,Y,"14=GANG NUMBER, NO 2014 CAR",1,N
HOLYHEL,N,HOLY HELL,0,N
LHR 8888,N,88 = HATE,0,N
OG SXS,N,OG,0,N
IWFYB,N,I WOULD FUCK YOUR BITCH,0,N
DRTYSBY,Y,DIRTY SON OF A BITCH,1,N
14O4TC,N,1404 = AREA CODE,0,N
BOTES13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
SSKILAA,N,SICK LIKE,0,N
LAJEFA2,Y,LAJEFA IS ANOTHER WORD FOR VAGINA,1,N
1RED RAZ,Y,RED RAZOR,1,N
HD TRNRZ,Y,HD TRUNK,1,N
BLESD14,N,"14=GANG NUMBER, NO 2014 CAR",0,N
HOMBOYS,Y,HOMBOYS,1,N
BRUJX13,N,13 GANG REFERENCE,0,N
LUV2PND,N,LOVE TO PUND,0,N
AFLA88,Y,"88=HATE SYMBOL, NO 88 CAR ON ANI",1,N
SPCBAL2,Y,SPC=SEXUAL CONNOTATIONS,1,N
HHK1317,Y,13 = GANG NUMBER,1,N
POOPAY5,N,POOP,0,N
BFTUUNA,N,"BFTUUNA=BUTTUTU, TUNA IS ANOTHER WORD FOR VAGINA",0,N
TNT B,N,TNT=EXPLOSIVE,0,N
B HVAC,Y,BAD A/C,1,N
STLGANG,N,GANG,0,N
DAMDANO,Y,DAMN,1,N
MOB CITY,N,MOB,0,N
8A YETI,N,ATE A YETI,0,N
HS GWAG,Y,GWAG=GUN,1,N
COUGA 69,Y,COUGA IS A TERM USED FOR A PERSON OF AMERICAN DESCENT,1,N
AGSN213,N,213 AREA CODE,0,N
OBIG RED,Y,RED,1,Y
DRDUST,N,DUST,0,N
PLAYH8R,N,PLAYER HATER,0,N
RDWAVES,N,RDWAVES IS A TYPE OF AIRCRAFT,0,N
F LEON 1,N,FUCK LEON,0,N
BYBYBRA,N,BYE BRA,0,N
FRIDY 13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
LVR PNTS,N,LOVE PANTS,0,N
FANY M14,N,M14 IS A GUN,0,N
MUD SLTT,N,MUD SLUT,0,N
LEG UP1,Y,LEG UP,1,Y
GUERO G,Y,"G, GANG REFERENCE",1,N
TUSHPAC,N,TUSH PAC,0,N
MY TACO1,N,TACO,0,Y
ASHHH$D,N,ASSHOLE LOVED,0,N
KAOB 13,N,13 GANG REFERENCE,0,N
WCKD M3,N,WICKED M3,0,N
CATBOX5,N,BOX,0,N
DUCE5OH,Y,DUCE IS ANOTHER WORD FOR VAGINA,1,N
JA CA 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
DOMECEO,Y,DOME CAN BE A SEXUAL REFERENCE,1,N
OG NANA,Y,OG,1,N
T BANGI,N,BANGI=VAGINA,0,N
ZLWON13,N,13 GANG REFERENCE,0,N
S14 LOU,N,14 GANG REFERENCE,0,N
ENELZ13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
69CRZIN,N,COULDN'T VERIFY 1969 VEHICLE,0,N
LOCAL 18,N,18=hate symbol,0,N
RD COMET,Y,RED COMET,1,Y
9549OY1,N,LOOK ALIKE,0,N
AKABOSS,Y,"AK IS A GUN, GUN REFERENCE",1,N
OG49ERS,N,OG,0,N
GOTMILF,N,GOTMILF IS A TYPE OF ARMY ARMY ARMY ARMY. THEY ARE CALLED ARMY OF MILITARY ARMY.,0,N
ASSHAKR,N,ASS SHAKER,0,N
F DUQUE,N,FUCK,0,N
BIGFAFI,Y,FAMILY NAME,1,N
CHAPZ,Y,CHAP IS ANOTHER WORD FOR VAGINA,1,N
BLU RDR,Y,BLUE RDR,1,N
FN KWIK,N,FUCKIN KWIK,0,N
DRLYB$D,Y,DIRTY BITCH LOVED,1,N
88EAF88,Y,"88=HATE SYMBOL, NO 88 CAR ON ANI",1,N
SUAVE 13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
O5XIV9O,Y,LOOK ALIKE,1,N
RENT CAT,Y,"CAT=PUSSY, NO CAT CAR ON ANI",1,N
CA HO996,N,HO,0,N
RNYFKND,N,RANDY FKND,0,N
88 BSST,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
GREAT  K,N,GREAT KILLER,0,N
E169ONO,Y,169 = AREA CODE,1,N
HALOS13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
DIEBOLD,N,DIE,0,N
HERS 7O7,N,707 AREA CODE,0,N
E MOB,N,MOB,0,N
14ALVIS,N,14 GANG REFERENCE,0,N
BANCHOD,N,BANCHOD IS A TYPE OF SLANG FOR AN OFFICER OR A PERSON OF GOOGLE SEARCH,0,N
VACA 13,N,13 GANG REFERENCE,0,N
SIC 68SS,Y,"SS, SEXUAL REFERENCE",1,N
E TIDIOT,N,EAT DIOT,0,N
MOBBIN1,N,MOBBIN,0,N
BLUTOO9,Y,BLUE TOO,1,Y
KZ714X4,Y,714 AREA CODE,1,N
Z 13 Z,Y,"13=GANG NUMBER, NO 2013 CAR ON ANI",1,N
INNER G,Y,G AS IN GANGSTER,1,N
BLUE BLZ,N,BLUE BALLS,0,N
SPJR31O,N,AREA CODE,0,N
GREENAF,N,AF-AS FUCK,0,N
2DMFAST,N,TOO DAMN FAST,0,N
TWORE,N,TWORE IS A TERM USED FOR A PERSON OF AMERICAN DESCENT,0,N
SS 50TH,Y,SS 50TH ANNIVERSARY,1,Y
LUVBOOB,N,BOOB,0,N
18 DEMON,N,18=hate symbol,0,N
958TT,Y,958 AREA CODE,1,N
LEO 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
IEATASS,N,I ATE ASS,0,N
OL BLOO,Y,OLD BLUE,1,Y
PRD MNKY,N,MONKEY CAN BE A DEROGATORY TERM FOR A PERSON OF MONKEY DESCENT,0,N
LNGKAT9,Y,"LONG KAT, SEXUAL REFERENCE",1,N
SIN MOC,Y,SIN MOCO,1,N
XDXO313,Y,313 AREA CODE,1,N
RSV BOX5,Y,BOX,1,N
STHPW 14,N,14 GANG REFERENCE,0,N
Y M F M,N,MOTHER FUCKER,0,N
FERMA 13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
FK PK,N,FUCK,0,N
XBULL69,N,69 SEXUAL REFERENCE,0,N
UGLY  SS,N,UGLY SS,0,N
