plate,status,predicted_meaning,label,predicted,plate_length,plate_has_numbers,plate_has_letters,plate_has_spaces,plate_has_special,num_digits,num_letters,num_spaces,meaning_length,meaning_word_count,has_sexual,has_hate,has_gang,has_drug,has_violence,has_police,has_area_code,status_binary,predicted_binary,error_type,kmeans_cluster
EL TOPE,N,TOPE IS ANOTHER WORD FOR VAGINA,0,N,7,False,True,True,False,0,6,1,31,6,True,False,False,False,False,False,False,0,0,Correct,2
HZGORDA,Y,HAZARD,1,N,7,False,True,False,False,0,7,0,6,1,False,False,False,False,False,False,False,1,0,False Negative,1
KORSHUN,N,KOREAN GUNS,0,N,7,False,True,False,False,0,7,0,11,2,False,False,False,False,True,False,False,0,0,Correct,6
TRUMP 4U,N,TRUMP FOR YOU,0,N,8,True,True,True,False,1,6,1,13,3,False,False,False,False,False,False,False,0,0,Correct,1
OGVETT,N,OG,0,N,6,False,True,False,False,0,6,0,2,1,False,False,True,False,False,False,False,0,0,Correct,5
LIZCAKS,Y,CAKS IS ANOTHER WORD FOR VAGINA,1,N,7,False,True,False,False,0,7,0,31,6,True,False,False,False,False,False,False,1,0,False Negative,2
OKTAPUS,N,OKTAPUS IS A TYPE OF SUBARU,0,Y,7,False,True,False,False,0,7,0,27,6,False,False,False,False,False,False,False,0,1,False Positive,1
CHOLO79,N,CHOLO IS A DEROGATORY TERM FOR A PERSON OF AMERICAN DESCENT,0,N,7,True,True,False,False,2,5,0,59,11,False,False,True,False,False,False,False,0,0,Correct,5
BBZ JAM,Y,JAM,1,Y,7,False,True,True,False,0,6,1,3,1,False,False,False,False,False,False,False,1,1,Correct,1
JR TRD,N,JR TRD,0,Y,6,False,True,True,False,0,5,1,6,2,False,False,False,False,False,False,False,0,1,False Positive,1
KILLAB7,N,KILLING A B7,0,N,7,True,True,False,False,1,6,0,12,3,False,False,False,False,True,False,False,0,0,Correct,6
BADASLS,N,BAD ASS LIPS,0,N,7,False,True,False,False,0,7,0,12,3,False,False,False,False,False,False,False,0,0,Correct,1
N54GASM,N,GASM,0,N,7,True,True,False,False,2,5,0,4,1,False,False,False,False,False,False,False,0,0,Correct,1
CO2 H8ER,N,HOSTILE-HATER,0,N,8,True,True,True,False,2,5,1,13,1,False,True,False,False,False,False,False,0,0,Correct,0
KUGL 14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N,7,True,True,True,False,2,4,1,27,5,False,True,False,False,False,False,False,0,0,Correct,0
2KIEHOG,N,TOOKIE HOG,0,N,7,True,True,False,False,1,6,0,10,2,False,False,True,False,False,False,False,0,0,Correct,5
IPELANA,N,I PEE LANA,0,N,7,False,True,False,False,0,7,0,10,3,False,False,False,False,False,False,False,0,0,Correct,1
MDUB$O1,N,DUB,0,N,7,True,True,False,True,1,5,0,3,1,False,False,False,False,False,False,False,0,0,Correct,1
RNFBAUM,Y,RNF=REFERENCE TO FUCK,1,N,7,False,True,False,False,0,7,0,21,3,True,False,False,False,False,False,False,1,0,False Negative,2
DADINGY,Y,DINGY,1,N,7,False,True,False,False,0,7,0,5,1,False,False,False,False,False,False,False,1,0,False Negative,1
BCHFMLY,Y,BCH CAN STAND FOR BITCH,1,N,7,False,True,False,False,0,7,0,23,5,False,False,False,False,False,False,False,1,0,False Negative,1
69HUEVO,N,"69, SEXUAL REFERENCE",0,N,7,True,True,False,False,2,5,0,20,3,True,False,False,False,False,False,False,0,0,Correct,2
HH BLOND,N,HH=HATE HATE,0,N,8,False,True,True,False,0,7,1,12,2,False,True,False,False,False,False,False,0,0,Correct,1
P1RU,N,PRU IS ANOTHER WORD FOR VAGINA,0,N,4,True,True,False,False,1,3,0,30,6,True,False,False,False,False,False,False,0,0,Correct,2
OG 67,N,OG,0,N,5,True,True,True,False,2,2,1,2,1,False,False,True,False,False,False,False,0,0,Correct,5
PHIVE5O,N,"50=POLICE, NO FORD MUSTANG ON ANI",0,N,7,True,True,False,False,1,6,0,33,6,False,False,False,False,False,True,False,0,0,Correct,8
AY WEYY,N,AY WEY,0,N,7,False,True,True,False,0,6,1,6,2,False,False,False,False,False,False,False,0,0,Correct,1
MDRNWGN,Y,MURDER WIGAN,1,N,7,False,True,False,False,0,7,0,12,2,False,False,False,False,True,False,False,1,0,False Negative,6
BLUSSKY,Y,BLUE SKY,1,Y,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,1,1,Correct,1
BOOX2,Y,"BOOB, SEXUAL REFERENCE",1,N,5,True,True,False,False,1,4,0,22,3,True,False,False,False,False,False,False,1,0,False Negative,2
LOVESHK,N,LOVE SHACK,0,N,7,False,True,False,False,0,7,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
PSY T9X,N,PSY=PUSSY,0,N,7,True,True,True,False,1,5,1,9,1,True,False,False,False,False,False,False,0,0,Correct,2
SHOT1ST,N,SHOT,0,N,7,True,True,False,False,1,6,0,4,1,False,False,False,False,False,False,False,0,0,Correct,1
DSHOCKR,N,SHOCKER,0,N,7,False,True,False,False,0,7,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
THE25OH,Y,THE 25TH ANNIVERSARY OF MY FAMILY,1,Y,7,True,True,False,False,2,5,0,33,6,False,False,False,False,False,False,False,1,1,Correct,1
2TINY4U,Y,TINY FOR YOU,1,Y,7,True,True,False,False,2,5,0,12,3,False,False,False,False,False,False,False,1,1,Correct,1
ADHD 49R,Y,ADHD,1,N,8,True,True,True,False,2,5,1,4,1,False,False,False,False,False,False,False,1,0,False Negative,1
PUNSR66,N,PUNSER,0,N,7,True,True,False,False,2,5,0,6,1,False,False,False,False,False,False,False,0,0,Correct,1
BBC2NE1,N,BBC CAN STAND FOR BIG BLACK COCK,0,N,7,True,True,False,False,2,5,0,32,7,False,False,False,False,False,False,False,0,0,Correct,1
S9496,Y,LOOK ALIKE,1,N,5,True,True,False,False,4,1,0,10,2,False,False,False,False,False,False,False,1,0,False Negative,0
HK 516,Y,516 AREA CODE,1,N,6,True,True,True,False,3,2,1,13,3,False,False,False,False,False,False,True,1,0,False Negative,4
GOT RBF,N,BF-BIG BITCH,0,N,7,False,True,True,False,0,6,1,12,2,False,False,False,False,False,False,False,0,0,Correct,1
CHOPP ME,N,CHOPP ME,0,N,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,0,0,Correct,1
BMF RAM,N,BMF=BIG MOTHERFUCKER,0,N,7,False,True,True,False,0,6,1,20,2,True,False,False,False,False,False,False,0,0,Correct,2
TPL TT,Y,TT=PENIS IN TAGALOG,1,N,6,False,True,True,False,0,5,1,19,3,True,False,True,False,False,False,False,1,0,False Negative,5
DRAG CAT,Y,DRAG CAT,1,Y,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,1,1,Correct,1
DTTMPME,N,DON’T TEMPT ME,0,N,7,False,True,False,False,0,7,0,14,3,False,False,False,False,False,False,False,0,0,Correct,1
GO2REHB,N,GO TO RED HEAD,0,N,7,True,True,False,False,1,6,0,14,4,False,False,False,False,False,False,False,0,0,Correct,1
RMRD CAR,N,"RMRD IS ANOTHER WORD FOR RED, SEXUAL REFERENCE",0,N,8,False,True,True,False,0,7,1,46,8,True,False,False,False,False,False,False,0,0,Correct,2
FANCIAF,N,AF-AS FUCK,0,N,7,False,True,False,False,0,7,0,10,2,True,False,False,False,False,False,False,0,0,Correct,2
YOS BOSS,Y,YOU'RE A BOSS,1,Y,8,False,True,True,False,0,7,1,13,3,False,False,False,False,False,False,False,1,1,Correct,1
N001985,N,LOOK ALIKE,0,N,7,True,True,False,False,6,1,0,10,2,False,False,False,False,False,False,False,0,0,Correct,0
RIGID B,N,STANDALONE B,0,N,7,False,True,True,False,0,6,1,12,2,False,False,False,False,False,False,False,0,0,Correct,1
2DRTHOE,N,TOO DIRTY HOE,0,N,7,True,True,False,False,1,6,0,13,3,True,False,False,False,False,False,False,0,0,Correct,2
OGVENOM,Y,"OG, GANG REFERENCE",1,N,7,False,True,False,False,0,7,0,18,3,False,False,True,False,False,False,False,1,0,False Negative,5
COACH14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N,7,True,True,False,False,2,5,0,27,5,False,True,False,False,False,False,False,0,0,Correct,0
KOPPERZ,N,COP,0,N,7,False,True,False,False,0,7,0,3,1,False,False,False,False,False,True,False,0,0,Correct,8
TATAS 47,N,TATAS IS A BREAST,0,N,8,True,True,True,False,2,5,1,17,4,False,False,False,False,False,False,False,0,0,Correct,1
RWB CRMZ,N,RWB COULD STAND FOR RAW BITCH,0,N,8,False,True,True,False,0,7,1,29,6,False,False,False,False,False,False,False,0,0,Correct,1
DOESHZY,N,DOES IT SHIZY?,0,N,7,False,True,False,False,0,7,0,14,3,False,False,False,False,False,False,False,0,0,Correct,1
ROGUEI8,Y,ROGUE IS A TERM USED FOR A PERSON OF AMERICAN DESCENT,1,N,7,True,True,False,False,1,6,0,53,11,False,False,True,False,False,False,False,1,0,False Negative,5
TA CBRN,N,TACO BROWN,0,N,7,False,True,True,False,0,6,1,10,2,False,False,False,False,False,False,False,0,0,Correct,1
18NA DAY,N,18=hate symbol,0,N,8,True,True,True,False,2,5,1,14,2,False,True,False,False,False,False,False,0,0,Correct,0
JEDI SCM,N,"JEDI=JUST IN CASE, SCM=SCUMBING",0,N,8,False,True,True,False,0,7,1,31,4,False,False,False,False,False,False,False,0,0,Correct,1
BUTWAIT,Y,BUTT WAIT,1,N,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,1,0,False Negative,1
RVR BAUS,Y,"RVR CAN STAND FOR REVERSE, RACIAL SLUR",1,N,8,False,True,True,False,0,7,1,38,7,False,False,False,False,False,False,False,1,0,False Negative,1
BTFL13,N,"13=GANG NUMBER, NO 2013 CAR",0,N,6,True,True,False,False,2,4,0,27,5,False,False,True,False,False,False,False,0,0,Correct,5
2KINKY,N,KINKY IS ANOTHER WORD FOR VAGINA,0,N,6,True,True,False,False,1,5,0,32,6,True,False,False,False,False,False,False,0,0,Correct,2
3O135C2,N,LOOK ALIKE,0,N,7,True,True,False,False,5,2,0,10,2,False,False,False,False,False,False,False,0,0,Correct,0
BSTD ST2,N,BASTARD STATE 2,0,N,8,True,True,True,False,1,6,1,15,3,False,False,False,False,False,False,False,0,0,Correct,1
IMPECH,N,IMPEACH,0,N,6,False,True,False,False,0,6,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
MNZ BIGR,N,MY NAME IS MARK AND I AM A BIGGER MAN,0,N,8,False,True,True,False,0,7,1,37,10,False,False,False,False,False,False,False,0,0,Correct,1
BLU LABL,N,BLUE LABEL,0,Y,8,False,True,True,False,0,7,1,10,2,False,False,False,False,False,False,False,0,1,False Positive,1
DIRT PRN,N,PRN=PORN,0,N,8,False,True,True,False,0,7,1,8,1,False,False,False,False,False,False,False,0,0,Correct,1
TACO DVR,N,TACO,0,Y,8,False,True,True,False,0,7,1,4,1,False,False,False,False,False,False,False,0,1,False Positive,1
51O2O,N,510 = AREA CODE,0,N,5,True,True,False,False,3,2,0,15,4,False,False,False,False,False,False,True,0,0,Correct,4
BSHROCH,N,BISH ROCHER,0,N,7,False,True,False,False,0,7,0,11,2,False,False,False,False,False,False,False,0,0,Correct,1
LUX CAT,Y,"CAT=PUSSY, NO CAT CAR ON ANI",1,N,7,False,True,True,False,0,6,1,28,6,True,False,False,False,False,False,False,1,0,False Negative,2
$MNECA,N,LOVE MY NIGGA,0,N,6,False,True,False,True,0,5,0,13,3,False,False,False,False,False,False,False,0,0,Correct,1
HONDO13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,34,7,False,False,True,False,False,False,False,0,0,Correct,5
1FSTKTY,N,ONE FAST CAT,0,Y,7,True,True,False,False,1,6,0,12,3,False,False,False,False,False,False,False,0,1,False Positive,1
LISS51O,N,CA AREA CODE,0,N,7,True,True,False,False,2,5,0,12,3,False,False,False,False,False,False,True,0,0,Correct,4
HF 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,5,True,True,True,False,2,2,1,32,7,False,True,False,False,False,False,False,0,0,Correct,0
IMBUTCH,N,I AM BITCH,0,N,7,False,True,False,False,0,7,0,10,3,False,False,False,False,False,False,False,0,0,Correct,1
BATMN88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
BOBEE 14,N,14 GANG REFERENCE,0,N,8,True,True,True,False,2,5,1,17,3,False,True,True,False,False,False,False,0,0,Correct,0
KI BOSS,N,KILL BOSS,0,N,7,False,True,True,False,0,6,1,9,2,False,False,False,False,True,False,False,0,0,Correct,6
RDNKOO7,N,REDNECK,0,N,7,True,True,False,False,1,6,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
NDS MD,N,"NDS=NOT DIRTY, NDS=NOT DIRTY",0,Y,6,False,True,True,False,0,5,1,28,4,False,False,False,False,False,False,False,0,1,False Positive,1
HOGHNTN,N,HOG HUNTER,0,Y,7,False,True,False,False,0,7,0,10,2,False,False,True,False,False,False,False,0,1,False Positive,5
CDTSTI,Y,STI=STI = STI=STI,1,N,6,False,True,False,False,0,6,0,17,3,False,False,False,False,False,False,False,1,0,False Negative,1
SS 9 RS,Y,SS 9 ROSES,1,N,7,True,True,True,False,1,4,2,10,3,False,False,False,False,False,False,False,1,0,False Negative,1
DRM$SQD,Y,"DRM=DRUGS, SQUAD=GUN",1,N,7,False,True,False,True,0,6,0,20,2,False,False,False,True,True,False,False,1,0,False Negative,3
GG14,N,14=GANG,0,N,4,True,True,False,False,2,2,0,7,1,False,True,True,False,False,False,False,0,0,Correct,0
HWHLBLY,N,HILLBILLY,0,N,7,False,True,False,False,0,7,0,9,1,False,False,False,False,False,False,False,0,0,Correct,1
GG BOYS,Y,GG=GANGSTER,1,N,7,False,True,True,False,0,6,1,11,1,False,False,True,False,False,False,False,1,0,False Negative,5
RI P JRT,Y,RIVER PILOT JR,1,Y,8,False,True,True,False,0,6,2,14,3,False,False,False,False,False,False,False,1,1,Correct,1
PANDYAS,N,PANDYAS IS A RACIAL SLUR TOWARDS AFRICAN AMERICANS,0,N,7,False,True,False,False,0,7,0,50,8,False,False,False,False,False,False,False,0,0,Correct,1
HELA 69,Y,NO 69 CAR,1,N,7,True,True,True,False,2,4,1,9,3,True,False,False,False,False,False,False,1,0,False Negative,2
TT SMAZ,N,TT=PENIS IN TAGALOG,0,N,7,False,True,True,False,0,6,1,19,3,True,False,True,False,False,False,False,0,0,Correct,5
VAGTDI,N,VAGINA,0,N,6,False,True,False,False,0,6,0,6,1,True,False,False,False,False,False,False,0,0,Correct,2
ITSRED,Y,IT'S RED,1,Y,6,False,True,False,False,0,6,0,8,2,False,False,False,False,False,False,False,1,1,Correct,1
DPCRUZR,N,DEEP CRUISER,0,Y,7,False,True,False,False,0,7,0,12,2,False,False,False,False,False,False,False,0,1,False Positive,1
BDAZWAG,N,BAD ASS WAG,0,N,7,False,True,False,False,0,7,0,11,3,False,False,False,False,False,False,False,0,0,Correct,1
SFTBAL5,N,SFTBAL5 IS A TYPE OF BALLS,0,N,7,True,True,False,False,1,6,0,26,6,False,False,False,False,False,False,False,0,0,Correct,1
ATEAM13,N,"13=GANG NUMBER, NO 2013 CAR",0,N,7,True,True,False,False,2,5,0,27,5,False,False,True,False,False,False,False,0,0,Correct,5
BLUE392,Y,BLUE IS MY FAVORITE COLOR AND THE 392 IS THE MODEL OF MY CAR,1,Y,7,True,True,False,False,3,4,0,60,14,False,False,False,False,False,False,False,1,1,Correct,0
AWOL13,N,"13=GANG NUMBER, NO 2013 CAR",0,N,6,True,True,False,False,2,4,0,27,5,False,False,True,False,False,False,False,0,0,Correct,5
PIMMPNN,N,PIMPIN,0,N,7,False,True,False,False,0,7,0,6,1,False,False,False,False,False,False,False,0,0,Correct,1
HOGNUT1,N,HOGGING NUT,0,N,7,True,True,False,False,1,6,0,11,2,False,False,True,False,False,False,False,0,0,Correct,5
BALZOWT,N,BALLS OUT,0,N,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,0,0,Correct,1
DAMVINO,N,DAMN,0,N,7,False,True,False,False,0,7,0,4,1,False,False,False,False,False,False,False,0,0,Correct,1
OINKY15,N,ORIGINAL GINKY,0,N,7,True,True,False,False,2,5,0,14,2,False,False,False,False,False,False,False,0,0,Correct,1
12MMXIV,N,"14=GANG NUMBER, NO 2014 CAR",0,N,7,True,True,False,False,2,5,0,27,5,False,True,True,False,False,False,False,0,0,Correct,0
SPLOOSH,N,SPLOOSH,0,Y,7,False,True,False,False,0,7,0,7,1,False,False,False,False,False,False,False,0,1,False Positive,1
LIVNDIE,Y,LIVING IN DIE,1,N,7,False,True,False,False,0,7,0,13,3,False,False,False,False,False,False,False,1,0,False Negative,1
PAKTANK,Y,TANK,1,N,7,False,True,False,False,0,7,0,4,1,False,False,False,False,False,False,False,1,0,False Negative,1
BCME MHR,Y,BEACH ME MOTHER,1,Y,8,False,True,True,False,0,7,1,15,3,False,False,False,False,False,False,False,1,1,Correct,1
88NFLYN,N,"88=HATE SYMBOL, NO 1988 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,34,7,False,True,False,False,False,False,False,0,0,Correct,0
FOGGOFF,N,FUCK OFF,0,N,7,False,True,False,False,0,7,0,8,2,True,False,False,False,False,False,False,0,0,Correct,2
SMOKTYU,N,SMOKED YOU,0,N,7,False,True,False,False,0,7,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
IB HMFIC,N,I BE HEAD MOTHER FUCKER,0,N,8,False,True,True,False,0,7,1,23,5,True,False,False,False,False,False,False,0,0,Correct,2
FIVE13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N,6,True,True,False,False,2,4,0,34,7,False,False,True,False,False,False,False,0,0,Correct,5
DDUBB42,Y,DUB,1,N,7,True,True,False,False,2,5,0,3,1,False,False,False,False,False,False,False,1,0,False Negative,1
BBYJWLS,N,BABY JAWLS,0,N,7,False,True,False,False,0,7,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
TATAS 53,N,TATAS CAN BE ANOTHER WORD FOR VAGINA,0,N,8,True,True,True,False,2,5,1,36,7,True,False,False,False,False,False,False,0,0,Correct,2
GTUMBLR,Y,G=GANGSTER,1,N,7,False,True,False,False,0,7,0,10,1,False,False,True,False,False,False,False,1,0,False Negative,5
4DRHOR,N,FORD DRAGON HORSE,0,N,6,True,True,False,False,1,5,0,17,3,False,False,False,False,False,False,False,0,0,Correct,1
STACKIN,N,STACKIN,0,N,7,False,True,False,False,0,7,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
JAPRAT,N,JAPAN IS A TYPE OF SLANG FOR PENIS,0,N,6,False,True,False,False,0,6,0,34,8,True,False,False,False,False,False,False,0,0,Correct,2
SWAGGYD,Y,SWAG=SLANG FOR VAGINA,1,N,7,False,True,False,False,0,7,0,21,3,True,False,False,False,False,False,False,1,0,False Negative,2
4QUINCE,N,FORQUINCE,0,N,7,True,True,False,False,1,6,0,9,1,False,False,False,False,False,False,False,0,0,Correct,1
NGAS SS,N,NIGGA SS,0,N,7,False,True,True,False,0,6,1,8,2,False,False,False,False,False,False,False,0,0,Correct,1
BMC 5O,Y,BMC CAN STAND FOR BITCH MY CAR IS A 50 YEAR OLD CHEVY,1,N,6,True,True,True,False,1,4,1,53,13,False,False,False,False,False,True,False,1,0,False Negative,8
7HNDRD7,N,707 AREA CODE,0,N,7,True,True,False,False,2,5,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
88 RK,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,5,True,True,True,False,2,2,1,32,7,False,True,False,False,False,False,False,0,0,Correct,0
DRKMARK,Y,DARK MARK,1,N,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,1,0,False Negative,1
GNIJJ4R,N,"GNIJJI IS A TYPE OF PUSSY, WHICH IS A DEROGATORY TERM FOR A PERSON OF AMERICAN DESCENT",0,N,7,True,True,False,False,1,6,0,86,17,True,False,True,False,False,False,False,0,0,Correct,5
EFRIAN G,N,G AS IN GANGSTER,0,N,8,False,True,True,False,0,7,1,16,4,False,False,True,False,False,False,False,0,0,Correct,5
NICAPWR,N,NICAPWR,0,N,7,False,True,False,False,0,7,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
661 KNGS,N,661 AREA CODE,0,N,8,True,True,True,False,3,4,1,13,3,False,False,False,False,False,False,True,0,0,Correct,4
9O9JPGR,N,909 = AREA CODE,0,N,7,True,True,False,False,2,5,0,15,4,False,False,False,False,False,False,True,0,0,Correct,4
RATHOLE,Y,RATHOLE,1,N,7,False,True,False,False,0,7,0,7,1,False,False,False,False,False,False,False,1,0,False Negative,1
AFVETCA,Y,AF CAN STAND FOR AS FUCK,1,N,7,False,True,False,False,0,7,0,24,6,True,False,False,False,False,False,False,1,0,False Negative,2
DANGTSX,Y,DANG TX,1,N,7,False,True,False,False,0,7,0,7,2,False,False,False,False,False,False,False,1,0,False Negative,1
CREM8 U,N,CREMATE YOU,0,N,7,True,True,True,False,1,5,1,11,2,False,False,False,False,False,False,False,0,0,Correct,1
559RAZA,N,AREA CODE,0,N,7,True,True,False,False,3,4,0,9,2,False,False,False,False,False,False,True,0,0,Correct,4
PACA BRZ,Y,PACA BRZ IS ANOTHER WORD FOR BREEZY,1,Y,8,False,True,True,False,0,7,1,35,7,False,False,False,False,False,False,False,1,1,Correct,1
ROKN8O5,N,805 AREA CODE,0,N,7,True,True,False,False,2,5,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
HOTUNA,N,HOT TUNA,0,Y,6,False,True,False,False,0,6,0,8,2,False,False,False,False,False,False,False,0,1,False Positive,1
DAYUM,N,DAMN,0,N,5,False,True,False,False,0,5,0,4,1,False,False,False,False,False,False,False,0,0,Correct,1
GBYEH8R,N,HATE,0,N,7,True,True,False,False,1,6,0,4,1,False,True,False,False,False,False,False,0,0,Correct,0
CUMINHD,N,CUMIN HEAD,0,N,7,False,True,False,False,0,7,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
NOTCOPS,N,NOT COP,0,N,7,False,True,False,False,0,7,0,7,2,False,False,False,False,False,True,False,0,0,Correct,8
BMW3256,Y,LUCKY NUMBER,1,Y,7,True,True,False,False,4,3,0,12,2,False,False,False,False,False,False,False,1,1,Correct,0
BOM2BAY,N,BOMB,0,N,7,True,True,False,False,1,6,0,4,1,False,False,False,False,True,False,False,0,0,Correct,6
LUV2SMK,N,LOVE TO SMOKE,0,N,7,True,True,False,False,1,6,0,13,3,False,False,False,False,False,False,False,0,0,Correct,1
COCHO S,N,COCHO IS ANOTHER WORD FOR VAGINA,0,N,7,False,True,True,False,0,6,1,32,6,True,False,False,False,False,False,False,0,0,Correct,2
36CREW2,N,CREW,0,Y,7,True,True,False,False,3,4,0,4,1,False,False,False,False,False,False,False,0,1,False Positive,1
TT BMW,Y,TT=PENIS IN TAGALOG,1,N,6,False,True,True,False,0,5,1,19,3,True,False,True,False,False,False,False,1,0,False Negative,5
FEAR13,N,"13=GANG NUMBER, NO 2013 CAR",0,N,6,True,True,False,False,2,4,0,27,5,False,False,True,False,False,False,False,0,0,Correct,5
G CARDNI,N,G=GANGSTER,0,N,8,False,True,True,False,0,7,1,10,1,False,False,True,False,False,False,False,0,0,Correct,5
BMDUBSS,Y,BAD ASS,1,N,7,False,True,False,False,0,7,0,7,2,False,False,False,False,False,False,False,1,0,False Negative,1
DOMN8ER,N,DOMINATOR,0,N,7,True,True,False,False,1,6,0,9,1,False,False,False,False,False,False,False,0,0,Correct,1
KTTYMOW,Y,KITTY MOW,1,Y,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,1,1,Correct,1
CHPBEAR,N,CHIP BEAR,0,Y,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,0,1,False Positive,1
SHKSUMN,Y,SHAKE SUMMON,1,N,7,False,True,False,False,0,7,0,12,2,False,False,False,False,False,False,False,1,0,False Negative,1
BIGD O1,N,BIG DICK,0,N,7,True,True,True,False,1,5,1,8,2,True,False,False,False,False,False,False,0,0,Correct,2
